Price,Close,High,Low,Open,Volume
Ticker,BA,BA,BA,BA,BA
Date,,,,,
2003-07-03,23.582000732421875,23.636555769450208,23.34331496625018,23.391051599194242,2253500
2003-07-07,23.875242233276367,24.004815341844555,23.670656263610287,23.786589960673837,3692500
2003-07-08,23.86159896850586,24.004808848387736,23.445606135224274,23.950251217127377,3123500
2003-07-09,24.025279998779297,24.24350544208249,23.616107942948933,23.86843062399591,3452000
2003-07-10,23.657024383544922,23.970725745117925,23.53427224237561,23.752500294473055,2102900
2003-07-11,23.99117660522461,23.99117660522461,23.636559700483694,23.67747793614866,2088700
2003-07-14,23.582000732421875,24.161661333286272,23.527443093942157,24.14120351958207,4114700
2003-07-15,22.804576873779297,23.2205698876278,22.504517575955997,22.811397881373107,9281500
2003-07-16,22.770479202270508,23.152374975162292,22.552253789604382,22.777300209733145,3692800
2003-07-17,22.620441436767578,22.8864060171429,21.90438935471424,22.606804628857258,3626000
2003-07-18,22.743196487426758,22.743196487426758,22.17717523303782,22.647723210887783,4037600
2003-07-21,22.06124496459961,22.504516790446818,21.918035027554353,22.504516790446818,4525500
2003-07-22,22.211273193359375,22.33402529623344,21.958950582541245,21.958950582541245,4450000
2003-07-23,22.29311180114746,22.67500760255544,21.652074928755944,21.986234080169464,4801900
2003-07-24,21.958951950073242,22.402221147877828,21.95213094312669,22.231732394541005,5820600
2003-07-25,22.28628158569336,22.34765761765782,21.24971004665519,21.51567198468421,4221200
2003-07-28,22.347665786743164,22.497696720044054,22.163537623542584,22.28628973234297,3329700
2003-07-29,21.856657028198242,22.41585991492642,21.815740092778743,22.231731754449797,3513500
2003-07-30,22.177181243896484,22.204460073573127,21.822564262457266,21.822564262457266,3245200
2003-07-31,22.586347579956055,22.777296738023587,22.245370099455414,22.245370099455414,5215800
2003-08-01,22.108972549438477,22.5045075675032,22.081696335550333,22.30674005847084,3544300
2003-08-04,21.97258758544922,22.265828398896915,21.788459451322655,21.958948175352642,3233900
2003-08-05,21.29064178466797,21.94531948099483,21.29064178466797,21.795288498124936,3912600
2003-08-06,21.761184692382812,21.999867909989252,21.14060572515411,21.311094481002126,3255300
2003-08-07,21.774826049804688,21.808923283729232,21.37929215293992,21.631614805724187,1665500
2003-08-08,21.993057250976562,22.18400389231857,21.768012066018883,21.77483177474202,2745000
2003-08-11,21.97258758544922,22.19763134841403,21.624789131615216,22.095339674866928,2166300
2003-08-12,22.238561630249023,22.245380038266614,21.863486754412367,21.904402405423674,2119500
2003-08-13,22.197423934936523,22.437357976022675,22.094593565851078,22.23855399050277,1844800
2003-08-14,22.608741760253906,22.656728571822857,22.019186515166698,22.279688217316068,2276500
2003-08-15,22.581321716308594,22.725284777183415,22.389374455255894,22.725284777183415,1663800
2003-08-18,23.020057678222656,23.07489862075614,22.622449730744638,22.69100156268269,2986800
2003-08-19,23.534196853637695,23.54790512364166,22.98577191045729,23.05432633589681,4553700
2003-08-20,23.554773330688477,23.73986644677793,23.28741747914323,23.534208300595832,3063100
2003-08-21,23.952369689941406,24.164884509326082,23.637027143822895,23.650738030404252,3912000
2003-08-22,24.459674835205078,24.870991187590093,24.302003479621302,24.439109802111506,6420200
2003-08-25,24.199161529541016,24.521360841288747,24.082622910873997,24.452806405233726,2976200
2003-08-26,24.480236053466797,24.541933758218562,24.06891976517849,24.130617469930254,3392900
2003-08-27,24.775009155273438,24.91896956834138,24.226586666144566,24.439101524781563,3830900
2003-08-28,25.35085678100586,25.412554482649103,24.69274970686793,24.77501243736391,3999200
2003-08-29,25.631921768188477,25.679908575645555,25.076645106160857,25.302868253446402,2781100
2003-09-02,25.83758544921875,25.899283159955317,25.529099510621347,25.56337543545601,2984800
2003-09-03,26.303741455078125,26.667073526775365,25.714186220894913,25.91299021662368,4937300
2003-09-04,25.97469139099121,26.57110084283123,25.90613954230538,26.303744971836924,3161100
2003-09-05,25.47425079345703,25.97468651720293,25.227460000358256,25.97468651720293,3938900
2003-09-08,25.33713722229004,25.76902098604616,25.18632270382161,25.673047397452393,4605700
2003-09-09,24.90526008605957,25.30286539073183,24.850416532265008,25.193180898227286,3460200
2003-09-10,24.418529510498047,25.014941312257292,24.21972819166254,24.802426491679192,4059000
2003-09-11,24.487091064453125,24.74759014146029,24.06891805256663,24.418536611226244,3921400
2003-09-12,24.445955276489258,24.67903515758091,24.31570575458806,24.487087943182374,3478300
2003-09-15,24.33627700805664,24.45281567088243,24.13747299079288,24.274579299770828,2238400
2003-09-16,24.548786163330078,24.6447597725922,24.322560414282464,24.322560414282464,3047000
2003-09-17,24.28829002380371,24.57621091708465,24.28829002380371,24.487094039689303,1595600
2003-09-18,24.775009155273438,24.912115431326832,24.32256027485653,24.459666550909926,3374000
2003-09-19,24.535062789916992,25.090339136701193,24.452797496621756,24.77499669098629,3482600
2003-09-22,23.918092727661133,24.301989689779337,23.79469736894757,24.301989689779337,2881500
2003-09-23,24.096338272094727,24.21287691239968,23.486215445802017,23.780993037859616,3356500
2003-09-24,23.445079803466797,24.048345733549905,23.36281709961862,23.92495037023554,3030300
2003-09-25,23.143451690673828,23.643890027912914,23.074899855068836,23.28055797696872,3055500
2003-09-26,23.314834594726562,23.568482147266803,23.10232232892012,23.184585057132775,3042000
2003-09-29,23.61646842956543,23.890678389182675,23.52049481294515,23.61646842956543,3373500
2003-09-30,23.534196853637695,23.71928726461455,23.232562611871685,23.410801502930497,2740400
2003-10-01,24.22658920288086,24.240300093430317,23.582193037566096,23.65074487522842,2726400
