Price,Close,High,Low,Open,Volume
Ticker,GD,GD,GD,GD,GD
Date,,,,,
2003-07-03,22.637653350830078,22.7997976581074,22.547227175415326,22.731198326486037,1460400
2003-07-07,23.002477645874023,23.089787412035317,22.653248097020374,22.653248097020374,2237400
2003-07-08,23.510744094848633,23.548160201423357,22.94947870673986,23.011842849279052,2809600
2003-07-09,23.426530838012695,23.5886750756015,23.26438897937042,23.463949287982388,2508600
2003-07-10,22.99312400817871,23.501381473464846,22.87151694838645,23.386009636171813,2826800
2003-07-11,22.76861572265625,23.027421441763057,22.653246275521372,22.955705684724784,3257400
2003-07-14,22.615827560424805,22.918286966326317,22.528520181184714,22.918286966326317,2570200
2003-07-15,23.074188232421875,23.298694228287786,22.762374877929688,23.089779851725325,3807400
2003-07-16,24.162418365478516,24.43993208583649,23.39223892938157,23.417184570951285,6058800
2003-07-17,23.794475555419922,24.337032487643622,23.74146785780691,24.321440868841194,2413400
2003-07-18,24.770463943481445,24.78917199126807,23.97533860727663,24.165545022934282,2970200
2003-07-21,24.61766815185547,24.851528213002727,24.530360776325438,24.77045843798059,2281000
2003-07-22,24.739273071289062,24.91389018631865,24.50229660916242,24.620784840225742,1788200
2003-07-23,24.57402229309082,24.742401876234347,24.399407486400488,24.742401876234347,1320000
2003-07-24,24.41811752319336,24.904548262622097,24.32457488868867,24.574024292983022,2436000
2003-07-25,24.595855712890625,24.648865832463624,23.950401661262628,24.418122057484336,2079200
2003-07-28,24.689380645751953,24.935713472712955,24.380686101638776,24.66131620777056,1604800
2003-07-29,24.421228408813477,24.726806625288635,24.18424952944179,24.59896197360531,1286000
2003-07-30,24.41187286376953,24.627024884184944,24.24661213229875,24.368219175416783,1182600
2003-07-31,24.739273071289062,25.082269701375385,24.62390364021217,24.773572734297694,2305800
2003-08-01,24.708101272583008,24.991852701759917,24.63326669808673,24.79540867265337,1526800
2003-08-04,24.748624801635742,24.863994210944536,24.04392601135037,24.57089129910214,1913200
2003-08-05,24.399402618408203,24.75175096273843,24.312095232481976,24.680035200990964,1880400
2003-08-06,24.477354049682617,24.614552718995043,24.08446846507281,24.32144733599037,1824600
2003-08-07,24.602079391479492,24.680032746725658,24.315211615121026,24.477353547296104,1673600
2003-08-08,24.374454498291016,24.633260208134026,24.165540077599836,24.602079341887933,1406400
2003-08-11,24.602079391479492,24.658205902414636,24.218547836931407,24.29026597049483,1660600
2003-08-12,24.782941818237305,24.78917704245401,24.44306381418688,24.670688750748045,1353400
2003-08-13,24.711210250854492,24.801636416110473,24.321443527654893,24.733037092195776,1548800
2003-08-14,25.05419921875,25.18204381894889,24.53970677661354,24.633251722073545,1839600
2003-08-15,24.92013931274414,25.313025067106175,24.892077234049765,25.05421923960864,1865600
2003-08-18,26.083187103271484,26.176729680544547,25.06979371965742,25.10097457874844,2973800
2003-08-19,26.027057647705078,26.055119704014007,25.61546416921329,25.927277482584245,1833400
2003-08-20,26.083187103271484,26.34199275372637,25.8337354726492,25.88050795075926,1889400
2003-08-21,26.207914352416992,26.34822941547675,25.771375164418473,26.0831885302821,1381400
2003-08-22,25.868045806884766,26.660052325176647,25.861810584072156,26.472964714473786,1756400
2003-08-25,25.91792869567871,26.176731990019785,25.506335134101516,26.033298122388807,1432200
2003-08-26,26.52284049987793,26.641331085174123,26.12060102763177,26.12060102763177,2696800
2003-08-27,26.582082748413086,26.582082748413086,26.19231613919882,26.491656609601787,1756000
2003-08-28,26.775413513183594,26.81282959306588,26.257802204639102,26.566496758403428,1090400
2003-08-29,26.850257873535156,26.862730697707423,26.678759514851446,26.753596459885046,1380000
2003-09-02,27.046701431274414,27.127773604704295,26.725533917505594,26.90950511348708,1901600
