Price,Close,High,Low,Open,Volume
Ticker,XOM,XOM,XOM,XOM,XOM
Date,,,,,
2003-07-03,17.555707931518555,17.648208216345584,17.429126639466418,17.5751804049944,6905200
2003-07-07,17.55083656311035,17.721234152507538,17.526494580960524,17.57517854526018,10999500
2003-07-08,17.356096267700195,17.531359627419942,17.287936127772948,17.45346418181986,11209500
2003-07-09,17.45833969116211,17.502156010442434,17.190574120971036,17.356102231899534,14858800
2003-07-10,17.2830753326416,17.458340619078307,17.278207677873763,17.458340619078307,13235700
2003-07-11,17.331758499145508,17.424260649983943,17.195441885919898,17.195441885919898,9433600
2003-07-14,17.185705184936523,17.453470764096622,17.161363197226443,17.341496134890566,12027200
2003-07-15,17.132150650024414,17.23438996363411,17.01043886174218,17.23438996363411,12376900
2003-07-16,17.000701904296875,17.258732161498077,16.995834249862675,17.171099524286277,13334600
2003-07-17,17.13701820373535,17.200308846420263,16.990964445917648,17.000699753554443,12737400
2003-07-18,17.468080520629883,17.472948176159814,17.122417548406556,17.283078038518447,13314700
2003-07-21,17.224651336669922,17.448600562391384,17.175965511181985,17.429126232196207,9359000
2003-07-22,17.39017677307129,17.477809388391563,17.166225724378332,17.239253522869912,9317400
2003-07-23,17.365829467773438,17.414515276104055,17.185696619884393,17.390173300525593,8493600
2003-07-24,17.161361694335938,17.49241789828999,17.141887363003473,17.399917610222474,10877900
2003-07-25,17.409650802612305,17.424257477923472,17.12241095048239,17.1613596084132,10994400
2003-07-28,17.404783248901367,17.516757855334088,17.322020136084493,17.380441266141947,14999300
2003-07-29,17.24899673461914,17.433999193738906,17.19544324457068,17.404787692664822,13576600
2003-07-30,17.19544219970703,17.399918980451357,17.19544219970703,17.37070748115228,11486200
2003-07-31,17.3220272064209,17.61413483311206,17.26360419534267,17.463211506922462,17034800
2003-08-01,17.2003116607666,17.322023455058442,17.14188866234081,17.317153943268995,13680100
2003-08-04,17.336626052856445,17.399916697780796,17.098070149479643,17.28307257308771,12784900
2003-08-05,17.210046768188477,17.44860269935996,17.190574292782813,17.380444392503698,11673200
2003-08-06,17.404783248901367,17.497283526256858,17.16135970695869,17.23438751241119,13184200
2003-08-07,17.648208618164062,17.696892588723706,17.336626749363695,17.336626749363695,14103000
2003-08-08,17.7796573638916,17.82347367976381,17.696892386277685,17.696892386277685,13370600
2003-08-11,17.90220832824707,18.02966024661342,17.441418321875837,17.892404046838045,9115700
2003-08-12,17.995349884033203,18.014958450869173,17.818876522461206,18.014958450869173,8645100
2003-08-13,17.89240837097168,18.059077455253743,17.838485745178083,18.03946888769681,8106200
2003-08-14,18.10810089111328,18.113003969042932,17.921825069265704,18.014962980189495,9590500
2003-08-15,18.054180145263672,18.10810091271989,17.970844650147097,18.10810091271989,6030300
2003-08-18,18.098283767700195,18.147305162343073,18.054167317484104,18.06887280088947,9160000
2003-08-19,17.980642318725586,18.18652663681431,17.867895877394762,18.07868327161454,9648300
2003-08-20,18.03946876525879,18.098292597554405,17.87279968210795,17.892408249531794,6918400
2003-08-21,18.162015914916992,18.206134247907706,17.990445658828417,18.12770186369928,8796900
2003-08-22,17.907114028930664,18.260060768348765,17.892408538113557,18.147314308807083,9335500
2003-08-25,18.024763107299805,18.044371674541562,17.804171400769782,17.81887689121315,7210700
2003-08-26,18.054180145263672,18.09339541886604,17.823784101679628,18.024767287579646,9078900
2003-08-27,18.26005744934082,18.26005744934082,18.162016498436486,18.186526268668672,11703600
2003-08-28,18.407123565673828,18.416927850757876,18.132611063225166,18.31398566233963,12248200
2003-08-29,18.480649948120117,18.5002585131733,18.284568037539657,18.407118764158522,8421400
2003-09-02,18.61301040649414,18.617911614204495,18.382614374606675,18.524773707897932,10965000
2003-09-03,18.666929244995117,18.725753075437822,18.57869256434313,18.61790782797965,11289200
