Price,Close,High,Low,Open,Volume
Ticker,NOC,NOC,NOC,NOC,NOC
Date,,,,,
2003-07-03,24.489322662353516,24.924650383627633,24.489322662353516,24.881972467248005,1297178
2003-07-07,24.46940040588379,24.81368040130428,24.41249652773525,24.492162918195024,2107139
2003-07-08,24.66287612915039,24.671412670806923,24.301527900746827,24.509232795108147,2174875
2003-07-09,24.51207733154297,24.6344240163453,24.369812850561942,24.549065808282528,2554953
2003-07-10,24.953096389770508,25.01000025925618,24.415337524200833,24.440944745995218,3313116
2003-07-11,25.086820602416992,25.186404761859997,24.881960455850024,25.024224913699356,2350194
2003-07-14,25.03845977783203,25.140888686205177,24.953101553311186,25.140888686205177,2398008
2003-07-15,24.967317581176758,25.2376181174158,24.92463728459758,25.066901736356538,1983177
2003-07-16,24.825061798095703,25.038458550250272,24.597439076323404,24.967326299532083,2900719
2003-07-17,24.571823120117188,24.830744805157263,24.477928390319608,24.82505297775474,1694079
2003-07-18,25.33721351623535,25.379893831754337,24.614514489747283,24.71409868911854,2712120
2003-07-21,24.995769500732422,25.536372975628467,24.80798244269193,25.322976298073225,2347537
2003-07-22,25.35428237915039,25.493699754515493,24.671414263029558,24.671414263029558,2687770
2003-07-23,25.152278900146484,25.462415254507317,25.0100143410723,25.32299540998329,2076148
2003-07-24,24.51207733154297,25.251849268963397,24.503540789947927,25.20917136624662,3134477
2003-07-25,24.782379150390625,24.810833489573263,24.398268396403708,24.540530481799554,3068954
2003-07-28,26.27899932861328,26.404193150220387,25.436798360040854,25.53638255252884,8448257
2003-07-29,26.290369033813477,26.43263347636305,25.866422821013447,26.23346277626793,4374986
2003-07-30,26.33590316772461,26.389964731787448,26.07698381075239,26.230627155434426,2289983
2003-07-31,26.244853973388672,26.631811866080763,26.205020779326095,26.46678726060468,2110902
2003-08-01,26.13672637939453,26.33305239010177,25.892033047434285,26.31882642471808,1723077
2003-08-04,26.105422973632812,26.259068645759204,25.94893258969236,26.207854222593145,2264970
2003-08-05,25.89203643798828,26.182254819283422,25.607509885169268,26.176565393436455,2824571
2003-08-06,25.894878387451172,26.071284190322,25.519301874975817,25.69286296549069,1725733
2003-08-07,26.059913635253906,26.17657091602001,25.707099482061615,26.105438662150892,2021472
2003-08-08,25.88065528869629,26.068444784474853,25.778226402001923,26.039990447237063,1566132
2003-08-11,25.98593521118164,26.264772381350543,25.732705266549427,25.948946729558703,1966132
2003-08-12,26.07130241394043,26.07130241394043,25.758321367668433,26.005861970867713,1376204
2003-08-13,25.940420150756836,26.148125150825166,25.85790661309478,26.071303444707283,1286331
2003-08-14,26.449718475341797,26.520850735136065,25.72132759483548,25.93756908797889,2821693
2003-08-15,26.455394744873047,26.816745258825286,26.387107239004944,26.489538497807096,1009186
2003-08-18,27.095600128173828,27.098444842132558,26.48955592346215,26.506626609844577,2088323
2003-08-19,27.337440490722656,27.584978581884187,27.101281251909434,27.101281251909434,3070061
2003-08-20,26.80821990966797,27.3146797830146,26.73139823547238,27.3146797830146,1881129
2003-08-21,27.63050651550293,27.695949339182565,27.24924044012108,27.513849240338043,4568899
2003-08-22,26.984628677368164,27.673186252633652,26.890733916507074,27.67034153930562,1746541
2003-08-25,26.80821990966797,26.811064622942745,26.546453430540883,26.7456242044757,1745877
2003-08-26,27.143966674804688,27.24355087265626,26.793997222882815,26.80822319362879,1359159
2003-08-27,26.941944122314453,27.14395958147942,26.805371475160943,27.087053310736657,1702712
2003-08-28,27.124040603637695,27.14680311094251,26.785452512079363,26.919180440523384,2108910
2003-08-29,27.28119659423828,27.32691344309323,27.069757374660792,27.098331611571766,1135141
2003-09-02,27.32976722717285,27.601206765971263,27.109757931472576,27.344053137727556,1429773
2003-09-03,27.42404556274414,27.52119260712689,27.15260373048226,27.39547134143913,2387382
2003-09-04,27.2211856842041,27.47262586488037,27.055463363093203,27.47262586488037,1539126
2003-09-05,26.938310623168945,27.061175202843987,26.652585270796585,27.0297442800895,1534698
2003-09-08,27.1440486907959,27.224053184082404,26.944041076709883,26.998330443199816,1428666
2003-09-09,26.88688850402832,27.215474085340063,26.74688369059696,27.215474085340063,1318650
2003-09-10,26.515439987182617,26.80116536960887,26.318289159650682,26.695448208614902,2219812
2003-09-11,26.552587509155273,26.712594032116275,26.45544043313401,26.581159327013502,1513005
2003-09-12,26.595449447631836,26.675453928158316,26.315437384918834,26.55259171405749,1161262
2003-09-15,26.81831169128418,26.958316484031265,26.429723415125245,26.57258490690231,1707803
2003-09-16,27.098329544067383,27.166902399364677,26.829746696666373,26.929750486341693,1839513
2003-09-17,27.072616577148438,27.201192199038207,26.941181842630797,27.109760913778068,1356724
2003-09-18,27.00690269470215,27.141194152421267,26.924041494672547,27.00118929396051,1321749
2003-09-19,26.641170501708984,27.001187101814295,26.492593141444633,26.944041035268967,2678030
2003-09-22,26.141136169433594,26.501152592085294,26.001128978596054,26.458292460113867,2052020
2003-09-23,25.132526397705078,25.989705084872547,25.018234297580882,25.515398901239134,7076480
2003-09-24,24.572500228881836,25.135383400086592,24.572500228881836,25.132526700737245,4856447
2003-09-25,24.263912200927734,24.57249599632532,23.715317446469584,24.57249599632532,7340122
2003-09-26,24.6153621673584,24.81537215321413,24.401066270960044,24.429640504798293,4937908
2003-09-29,24.76107406616211,25.078230336828515,24.5896383745993,24.886792929907593,3010957
2003-09-30,24.63536262512207,24.786796646954265,24.43535264953378,24.658221045918037,2099391
2003-10-01,24.941091537475586,24.941091537475582,24.489643726843305,24.572502492123082,1755838
2003-10-02,24.683942794799805,24.88680711152407,24.629653427642186,24.82966345694156,1661538
2003-10-03,24.701072692871094,25.029658188583618,24.683930087871808,24.683930087871808,1876702
2003-10-06,24.529647827148438,24.75822966703809,24.392499688315986,24.74394375443624,1919424
2003-10-07,24.655376434326172,24.781097822644554,24.435367020711883,24.458225454951588,1858107
2003-10-08,24.483928680419922,24.715367198574054,24.369638977570315,24.655364441070898,2753957
2003-10-09,24.641082763671875,24.92966738921236,24.586795808997763,24.629653550147818,1942667
2003-10-10,24.44963264465332,24.641070062943655,24.295341960734806,24.641070062943655,3382180
2003-10-13,24.401065826416016,24.586789898345565,24.33820637352186,24.586789898345565,1596901
2003-10-14,24.61250877380371,24.6353671988435,24.341069198774537,24.409642061140577,2850913
2003-10-15,24.429637908935547,24.612502852506726,24.349633440543826,24.612502852506726,1821804
